ref_id,txn_type,msg_id,mti,blr_category,response_code,payment_channel,cou_id,bou_id,bou_status,cust_mobile_num,tran_ref_id,blr_id,agent_id,last_upd_host,last_upd_port,last_upd_site_cd,crtn_ts,settlement_cycle_id,complaince_cd,complaince_reason,mandatory_cust_params,initiating_ai,txn_amount,on_us,payment_mode
REFPL11RAH5SVV0IQ80UPVFHQHGANWFJ4NTF6D,FETCH,MSG6OMEVLMJISVWGEOLRP91DZGYW3IWRZ6XIK4,FETCH,Credit Card,200,POS,UJ01,SB51,FAILURE,9255489809,UJ01TRN0E6UWKHL,SBIC00000NATDN,UJ01AGT7533,127.0.0.1,9090,SITE1,2025-01-26 22:34:20,SCYCLE587,BPR005,Payment cannot be processed,,UJ01,958.65,N,Credit_Card
REFWBF35AGUNEPYQDYVMYMFQSRHOMPEN6T1PH9,FETCH,MSGCQCBX76RXGRMLSO1OF0Y6HE2YPW5GFQEVQR,FETCH,Electicity,001,ATM,IC01,I021,FAILURE,9251264007,IC01TRNPY4LMBSD,TNEB00000IND01,IC01AGT1578,127.0.0.1,9090,SITE0,2025-02-08 04:11:10,SCYCLE947,BOU003,Connect Timeout to BOU,,IC01,206.13,Y,Cash
REFBTFJW51TYBOVMEX64XQ0VPG1YBAT3W9M4YR,FETCH,MSG0ANKFQAXPA2AWHLFTNCOB1EF56PXAQZZJPB,FETCH,Water,001,Agent,PP01,PU51,FAILURE,9435726592,PP01TRNPER6TWGY,SURYOOOOONATLE,PP01AGT5477,127.0.0.1,9090,SITE0,2024-12-23 16:08:40,SCYCLE572,BOU002,Timeout at BOU,,PP01,229.73,N,Cash
REFD4VYH1KEZRZEKES4AZDVMJXDWLEER33BAY0,FETCH,MSGED9NHHPXLW0EEPASPHUW0KDQNWUEE7WGC95,FETCH,Electicity,001,POS,HD01,I021,FAILURE,9541422392,HD01TRNUW8LXUXZ,TNEB00000IND01,HD01AGT6751,127.0.0.1,9090,SITE1,2024-09-25 17:39:08,SCYCLE784,BOU004,Read Timeout to BOU,,HD01,869.98,N,UPI
REF5SWJQYYDZSZX0UE5NCDSBOWCQDCKCSZBTBW,FETCH,MSGH20ZTZ9CO4TWX2RQQIMWO9AVEU0JJFFMSH2,FETCH,Water,000,Agent,HD01,PU51,SUCCESS,9820067595,HD01TRNFLZZDECH,SURYOOOOONATLE,HD01AGT6775,127.0.0.1,9090,SITE0,2024-11-21 06:35:57,SCYCLE476,,,,HD01,69.11,Y,CBDC
REF9G3SCEFIQ6AW6S70GLDLVEEVYOTQGFVGXYR,FETCH,MSG90LWHNPHCBTRTQXI2RUO9RF3QQROWNTWZIE,FETCH,Water,000,Branch,JH01,PU51,SUCCESS,9247912862,JH01TRNSYHSECE3,SURYOOOOONATLE,JH01AGT3126,127.0.0.1,9090,SITE0,2024-11-22 19:09:39,SCYCLE432,,,,JH01,353.44,Y,IMPS
REFWAMUC68OUWPZYJNPFND8VZX5DJWFKWTG7YK,FETCH,MSG1J5YGVCXM58I2PO5NAFRFPUDNFEBHH1R4FT,FETCH,Credit Card,000,Branch,UJ01,SB51,SUCCESS,9323181980,UJ01TRNQDDGW9GF,SBIC00000NATDN,UJ01AGT9722,127.0.0.1,9090,SITE0,2024-09-29 01:18:32,SCYCLE966,,,,UJ01,218.09,Y,IMPS
REFGNIMQWYSPKPMEYHQFHKJ79BXMFQTNYVX6GW,FETCH,MSGCXZ6JXJBNYEUHLFCBZJR3SE2EUDPT5EL7W0,FETCH,Mobile,001,POS,IC01,EU51,FAILURE,9955697707,IC01TRNARFBZ8YJ,VIDEOCONONATO1,IC01AGT4142,127.0.0.1,9090,SITE1,2024-09-08 14:36:16,SCYCLE582,BOU004,Read Timeout to BOU,,IC01,172.03,Y,Cash
REFMLNZDAUMNL3KL2Z4T7OE6JGLG2KXIIJALEZ,FETCH,MSG4VKDXSMI7T7VMALV7LAXOLNRBKSH5KYO4TS,FETCH,Water,200,ATM,PP01,PU51,FAILURE,9634780311,PP01TRN6LAZJFDD,SURYOOOOONATLE,PP01AGT1279,127.0.0.1,9090,SITE0,2024-10-31 04:50:41,SCYCLE955,BPR005,Payment cannot be processed,,PP01,570.67,Y,Cash
REFOLKX7QFIHRTCKCJIJWDNUK57V60D9GY0XZJ,FETCH,MSGHOLXJ2NKGQTRRSZW6HGR8E7LZSKR6PYB0L2,FETCH,Utility,200,Branch,KV01,BA01,FAILURE,9677285114,KV01TRNH9KZB87T,MUTHOOOOONATBO,KV01AGT3847,127.0.0.1,9090,SITE1,2024-11-27 05:22:39,SCYCLE760,BPR005,Payment cannot be processed,,KV01,439.19,N,CBDC
REFTMBG7VK4O65OGXM48WNWFCSY4F8IV9SMHK1,FETCH,MSGT8NUGWKKXANH95TYO1XSVEVNSPBOJZRU2ZM,FETCH,Mobile,001,POS,PP01,EU51,FAILURE,9463048680,PP01TRNTB2LKYYH,VIDEOCONONATO1,PP01AGT9522,127.0.0.1,9090,SITE0,2024-11-12 09:07:31,SCYCLE352,BOU005,Unable to connect to BOU,,PP01,956.25,Y,IMPS
REFXPLVUJMFRIZC47RGIGTWQCIINP9GKQEWMVA,FETCH,MSGYJITQFDGL2SECGXLNARDRJFWKKLXVSP96LT,FETCH,Mobile,000,Agent,GP01,EU51,SUCCESS,9934559050,GP01TRN67FWORZ0,VIDEOCONONATO1,GP01AGT3098,127.0.0.1,9090,SITE0,2024-12-24 00:58:53,SCYCLE165,,,,GP01,759.65,Y,UPI
REFZFIWQODT60GSFMDGZDTK1NXTC7J5CBORUHE,FETCH,MSGVTN1GB07RCFOZUOTUD3Y8PQ9GVCSQIMUCWU,FETCH,Mobile,000,POS,EU01,EU51,SUCCESS,9959394499,EU01TRNJUS6K1KE,VIDEOCONONATO1,EU01AGT6638,127.0.0.1,9090,SITE0,2024-11-29 11:35:57,SCYCLE358,,,,EU01,704.16,Y,CBDC
REFZSGVXSGS9YZ9JBSYEWETTIBNBZJQHFN8ME2,FETCH,MSGL9AENFXAHXGKAX8TCRIBSETSHQ7KZHNLOTC,FETCH,Credit Card,001,POS,KV01,SB51,FAILURE,9469053189,KV01TRNATNYJ3YY,SBIC00000NATDN,KV01AGT1721,127.0.0.1,9090,SITE1,2024-10-21 18:04:05,SCYCLE190,BOU001,Send failed to BOU,,KV01,472.89,N,UPI
REFP7FQ07BT9X9LH86BNU52L14E5PTYO3HENUN,FETCH,MSGD1NUGJEBXCJW8OMONPUIYK8BU76TVSLDWAC,FETCH,Utility,200,Mobile,IC01,BA01,FAILURE,9595704287,IC01TRNWYBKON8F,MUTHOOOOONATBO,IC01AGT6633,127.0.0.1,9090,SITE1,2024-10-25 10:19:41,SCYCLE539,BPR005,Payment cannot be processed,,IC01,215.42,Y,Cash
REFHEUTUFQX9W5NGGIBNZRHDDYRMYSBIUUZT6U,FETCH,MSGYLVV32WOIWF2JS5KULRDDQIOFFBK8PLFZFL,FETCH,Utility,001,Branch,GP01,BA01,FAILURE,9907995476,GP01TRN5XJ2JRRO,MUTHOOOOONATBO,GP01AGT3980,127.0.0.1,9090,SITE1,2024-10-31 21:57:41,SCYCLE802,BOU001,Send failed to BOU,,GP01,296.28,Y,AEPS
REFFT4AQXXYNLGM8FPVWIHUTKRDNVZYE79QZHD,FETCH,MSGOMAH3CFY5JK2OKSMJFWSEMVIT11PEWZT8EN,FETCH,IIFLOOOOONATD9,001,POS,EU01,AX91,FAILURE,9459063213,EU01TRNOAMDUX85,IIFLOOOOONATD9,EU01AGT6940,127.0.0.1,9090,SITE1,2025-02-10 05:51:33,SCYCLE151,BOU002,Timeout at BOU,,EU01,940.06,N,Credit_Card
REFCUXAEKFLXGUTD0Y0V1BK5K1O9UO6HXCU1G3,FETCH,MSGOM59UPECWWHCJC0FBK8LHQPXZTVKSRUVZSA,FETCH,Electicity,200,Mobile,GP01,I021,FAILURE,9344603561,GP01TRNHNGNRRTR,TNEB00000IND01,GP01AGT7627,127.0.0.1,9090,SITE0,2025-02-14 22:25:47,SCYCLE832,BPR005,Payment cannot be processed,,GP01,666.45,Y,Cash
REFVYK8RMJYA080WNFELWDXD08F1AU5GUDOBTB,FETCH,MSGRKIWAFEAOHPMEZTWYCMCCRNOAZCR9QC5KLR,FETCH,Credit Card,000,POS,UJ01,SB51,SUCCESS,9678298043,UJ01TRNYWOPU9FC,SBIC00000NATDN,UJ01AGT1396,127.0.0.1,9090,SITE1,2024-12-10 02:12:25,SCYCLE665,,,,UJ01,882.52,N,Wallet
REFIBVOLYCTVZI1N2XVG0JZWSTCTYYPYG4BPXF,FETCH,MSGZLTHNLABEKWMY7UJLWGWOXJFR3SNLTSEO4B,FETCH,Loan,200,Internet,KV01,KM11,FAILURE,9509991360,KV01TRNV5GB1PRM,KOTA0000ONATED,KV01AGT9938,127.0.0.1,9090,SITE1,2024-09-25 12:05:53,SCYCLE563,BPR005,Payment cannot be processed,,KV01,623.04,N,Credit_Card
REF0ICUUGCKXZDAITTGPYCIHEQCBRPIDW9YLFL,FETCH,MSGNS4PNZRPF8PHGO0H1IV7F70FRON2JKP0P1K,FETCH,Water,001,Branch,PP01,PU51,FAILURE,9475675420,PP01TRNPQN8W6MF,SURYOOOOONATLE,PP01AGT7543,127.0.0.1,9090,SITE1,2024-09-17 06:14:00,SCYCLE412,BOU002,Timeout at BOU,,PP01,979.06,N,Credit_Card
REFVWO4F3DNRVZEFFX7UMRNTWQRWHEXAE69NZS,FETCH,MSGLTNYVDN2EMRPIML6NHDT9IQQFWX9IKUFO2S,FETCH,Water,200,POS,KV01,PU51,FAILURE,9812807138,KV01TRNYG0GPYFR,SURYOOOOONATLE,KV01AGT9140,127.0.0.1,9090,SITE1,2025-02-14 00:55:10,SCYCLE577,BPR005,Payment cannot be processed,,KV01,767.3,N,Cash
REFWPLXAIVWJQ4OUHMMCNYYSNM1NFSDXDH8DV4,FETCH,MSGVW0JAE9UGMKBJMKP27CRPCWEOJTA0VTG1PK,FETCH,Electicity,200,POS,IC01,I021,FAILURE,9386640379,IC01TRN2FV0PQAP,TNEB00000IND01,IC01AGT8102,127.0.0.1,9090,SITE1,2025-01-03 19:41:59,SCYCLE956,BPR005,Payment cannot be processed,,IC01,821.81,Y,UPI
REFBXYCQ9101ZUKRW2ZCN0U8YQEKEBOJKSELKI,FETCH,MSGRIZ3N8KKTURD2UG9FDSFZ3D4FION2DI7JIL,FETCH,Water,001,Branch,UJ01,PU51,FAILURE,9269770728,UJ01TRNRHO1ANFW,SURYOOOOONATLE,UJ01AGT9074,127.0.0.1,9090,SITE1,2024-10-04 01:14:58,SCYCLE515,BOU001,Send failed to BOU,,UJ01,361.95,N,Wallet
REFD3HA872V7VUQOGE1KDSBQF2EUMBMZITX7UT,FETCH,MSGS5VQ93IQX6URBFYEY6Z8H1XW0QHBIMPGRHU,FETCH,Utility,001,ATM,PP01,BA01,FAILURE,9942558462,PP01TRNJYWTCXWY,MUTHOOOOONATBO,PP01AGT4832,127.0.0.1,9090,SITE1,2024-09-09 02:00:06,SCYCLE746,BOU003,Connect Timeout to BOU,,PP01,160.01,N,UPI
REFLPSHLUJDMVOOO42PQ0X5WWN7PJV1NPM3SDL,FETCH,MSG4RA6F5LRE17WMIEMVZB3KOHAG3YYMUX7GTE,FETCH,Credit Card,001,Internet,KV01,SB51,FAILURE,9643339279,KV01TRNOJUAKIHU,SBIC00000NATDN,KV01AGT4281,127.0.0.1,9090,SITE0,2024-12-09 08:40:31,SCYCLE663,BOU001,Send failed to BOU,,KV01,969.59,Y,Credit_Card
REFEEMLDRX9D3BDUNH6YDJWDXBC9UH7M1P9IYI,FETCH,MSGXJIYK6GBL6MCMRAPQRE82RNPO84FT4WRIJ0,FETCH,Credit Card,000,ATM,UJ01,SB51,SUCCESS,9710185040,UJ01TRNOBOE8JAT,SBIC00000NATDN,UJ01AGT4482,127.0.0.1,9090,SITE1,2024-09-22 10:03:59,SCYCLE805,,,,UJ01,987.19,Y,UPI
REFWDLCF5KHEXX8B5YTHLS6B9AL1LN5JHVTQIA,FETCH,MSGYTTNGOR5UPENLPNW3AVMN8ERRVYZIYXKUCS,FETCH,Credit Card,001,POS,IC01,SB51,FAILURE,9859526937,IC01TRNDZMKEY7K,SBIC00000NATDN,IC01AGT6475,127.0.0.1,9090,SITE1,2025-02-28 19:58:31,SCYCLE198,BOU002,Timeout at BOU,,IC01,84.46,Y,AEPS
REFYYSOOPD3GW47V9ELNNEKCUWA7BANXGUUTFC,FETCH,MSGPDNIATDPXOEUOJUW5BJUVPGAKL2XO4VO2A1,FETCH,Credit Card,200,ATM,UJ01,SB51,FAILURE,9977927909,UJ01TRN6WKWVL1I,SBIC00000NATDN,UJ01AGT6977,127.0.0.1,9090,SITE0,2024-12-31 10:04:00,SCYCLE812,BPR005,Payment cannot be processed,,UJ01,67.32,N,CBDC
REFVP05QHNC6XXBZIJKEECJ2NZC3YFGXMFV4HR,FETCH,MSGRAMIANHMVA5H3BD8UOBERQ63CYUEGQM9TTX,FETCH,IIFLOOOOONATD9,000,Agent,HD01,AX91,SUCCESS,9793182332,HD01TRN6DZGT4G3,IIFLOOOOONATD9,HD01AGT2523,127.0.0.1,9090,SITE1,2025-02-23 08:13:07,SCYCLE273,,,,HD01,602.19,Y,Cash
REFWWEGGCBNMK13WWZIA6U3VOEEKP5JMJEZDKG,FETCH,MSGF663SPEN0FFJVDO1X3ZTZQ43KM1EDQCOFBQ,FETCH,Electicity,200,Mobile,HD01,I021,FAILURE,9603984265,HD01TRNRVMZYBOG,TNEB00000IND01,HD01AGT8983,127.0.0.1,9090,SITE0,2024-11-01 10:03:57,SCYCLE519,BPR005,Payment cannot be processed,,HD01,801.7,N,Cash
REFKSDOTI3ANBKEJXKSASHIOPABFPDW6AREGQJ,FETCH,MSGFEZZNATUYS7BJR6F7LHEMPTXQ1WY3DP65V2,FETCH,Water,200,Mobile,JH01,PU51,FAILURE,9163072371,JH01TRN4CK80BYN,SURYOOOOONATLE,JH01AGT9350,127.0.0.1,9090,SITE0,2024-12-13 15:05:48,SCYCLE429,BPR005,Payment cannot be processed,,JH01,375.51,Y,UPI
REFLCWAIAERJYYIJLRBIOLZ677AR8YFV9ZMNPP,FETCH,MSGOE6CCSP2LWOTDU9UIZ8NRBJ8STBIO0MWSWR,FETCH,Utility,200,Agent,MK01,BA01,FAILURE,9409708913,MK01TRNFV89C6UL,MUTHOOOOONATBO,MK01AGT3073,127.0.0.1,9090,SITE0,2024-10-29 01:13:14,SCYCLE898,BPR005,Payment cannot be processed,,MK01,95.49,N,Credit_Card
REF5SQX2TI6EJDYHLRH2UJXJUGWZSPMTFUNDSD,FETCH,MSGJMDMAYDZGFNZSFSH64ZOW8QFZP38YLV1NKV,FETCH,Electicity,001,ATM,HD01,I021,FAILURE,9183482216,HD01TRNISUUU8GG,TNEB00000IND01,HD01AGT9321,127.0.0.1,9090,SITE1,2024-09-07 15:54:41,SCYCLE940,BOU005,Unable to connect to BOU,,HD01,133.22,N,Cash
REFBBBGQEEDMKSB7OBRTK3ASKXIL53WGEZ7A8M,FETCH,MSGL3ECC4WJ6X7DSREZVHNO06QVMWNCHODP6YD,FETCH,Electicity,200,POS,EU01,I021,FAILURE,9642404372,EU01TRNAQE50Q2Y,TNEB00000IND01,EU01AGT1668,127.0.0.1,9090,SITE1,2024-12-31 05:59:48,SCYCLE520,BPR005,Payment cannot be processed,,EU01,491.1,Y,Debit_Card
REFDLVWDYLLPK16QKYLZ5EXQNUMKXCUKKRXKIQ,FETCH,MSGCRWFTAVYLFWVYY6SKK6SPUMCINXZXJDCHK0,FETCH,Utility,000,POS,JH01,BA01,SUCCESS,9105066043,JH01TRNPYYK8RLM,MUTHOOOOONATBO,JH01AGT7028,127.0.0.1,9090,SITE0,2025-02-25 00:57:15,SCYCLE960,,,,JH01,185.38,Y,Net_Banking
REFBNGOEV4MKCWUAJDICFQUDLPRST30NVQTGAX,FETCH,MSGAQDZI6WILJBAFZRBVF8CGBVYYC1UENJY0B9,FETCH,Mobile,200,Agent,IC01,EU51,FAILURE,9202839343,IC01TRNPCGVTTWU,VIDEOCONONATO1,IC01AGT4525,127.0.0.1,9090,SITE1,2025-02-25 09:43:07,SCYCLE234,BPR005,Payment cannot be processed,,IC01,910.36,N,UPI
REFWSVINIJYOWDBENRMHJQ1KTOPVBLNEER7EEY,FETCH,MSGL6GZ9P61LJB1NTXAFOMAW03VUBNLFFTPWBB,FETCH,Credit Card,200,Internet,PP01,SB51,FAILURE,9265837841,PP01TRNG1WH2ZZ6,SBIC00000NATDN,PP01AGT1431,127.0.0.1,9090,SITE0,2025-02-26 01:26:42,SCYCLE802,BPR005,Payment cannot be processed,,PP01,375.68,Y,CBDC
REFPTMCKWYDXYZD594INRSXMFSTS34523UXGLI,FETCH,MSGQ03ZNCMDYFZGGS0TN6P4F9KEDKQWNLJB4QP,FETCH,Loan,200,Agent,BD01,KM11,FAILURE,9374997230,BD01TRNAURZGM8E,KOTA0000ONATED,BD01AGT4350,127.0.0.1,9090,SITE0,2024-10-28 16:58:35,SCYCLE485,BPR005,Payment cannot be processed,,BD01,42.32,Y,IMPS
REFHL3SYRL8HIS4XXFJMFFKUI2KR9YXY8OATHS,FETCH,MSGTFGBB5CHHDFJK7KSKLS3BRUOMPDM1K7WLF3,FETCH,Utility,001,Mobile,BD01,BA01,FAILURE,9332577369,BD01TRNWYQD3BHC,MUTHOOOOONATBO,BD01AGT4097,127.0.0.1,9090,SITE0,2024-11-12 09:16:24,SCYCLE183,BOU005,Unable to connect to BOU,,BD01,385.78,Y,Net_Banking
REFWECNUD2ONQTG8J5QBFFXWVPDUQUGMCZGXG8,FETCH,MSGW3ENO673P8RJXAB1FE75SR30AJWZ42UPVCP,FETCH,Electicity,001,Mobile,KV01,I021,FAILURE,9189062405,KV01TRNAZ6IGUYR,TNEB00000IND01,KV01AGT3160,127.0.0.1,9090,SITE0,2024-11-25 09:04:15,SCYCLE730,BOU004,Read Timeout to BOU,,KV01,335.0,Y,Net_Banking
REF0SDK4FZRBH01QY4C4CIDZEN2VZWYDF8RFIT,FETCH,MSG4BBROTUXCKKQOCUVUMNIPW89TZWMMPZ1JZY,FETCH,Water,200,Mobile,BD01,PU51,FAILURE,9427940216,BD01TRNBOT65II6,SURYOOOOONATLE,BD01AGT7431,127.0.0.1,9090,SITE0,2024-09-24 12:52:03,SCYCLE163,BPR005,Payment cannot be processed,,BD01,765.95,Y,CBDC
REFWHHJSZ3LZ2PJCIPVF6FIDWKIOQYMXYLFW4D,FETCH,MSG3WIR9PYWDFJMR6R45KAVZU5PNYAI3LEZKCR,FETCH,Utility,000,Agent,KV01,BA01,SUCCESS,9700113419,KV01TRNRGU4TQEG,MUTHOOOOONATBO,KV01AGT5800,127.0.0.1,9090,SITE0,2025-01-13 10:12:52,SCYCLE323,,,,KV01,799.49,N,Debit_Card
REFJBVUHPUQVSVAGY5GPAVNEJLVNE5Y8DOZF15,FETCH,MSGCQNP2CLAHZFJRMW4CDWW01SRNEQPATV6Z8Z,FETCH,Mobile,001,ATM,IC01,EU51,FAILURE,9796102786,IC01TRNUW6WYXVQ,VIDEOCONONATO1,IC01AGT5279,127.0.0.1,9090,SITE1,2025-01-21 06:42:29,SCYCLE342,BOU005,Unable to connect to BOU,,IC01,501.59,N,IMPS
REFJTFNFPP36M39VH9J5IXS1V3O9F4M9OLRBIQ,FETCH,MSGH4IRR2KXBKNLKIAWEUF7QOWDI54V3N3NL77,FETCH,Utility,200,Internet,JH01,BA01,FAILURE,9328790170,JH01TRNZPEYKC79,MUTHOOOOONATBO,JH01AGT3845,127.0.0.1,9090,SITE0,2025-01-29 14:18:03,SCYCLE995,BPR005,Payment cannot be processed,,JH01,567.48,Y,Net_Banking
REF9MSJKM5LWSZ0MMHCWUYUHY1YQTINDYHOQML,FETCH,MSG8RJXOBN7BPIRFBV8SVRJ85VDMCEDJD9FBT9,FETCH,IIFLOOOOONATD9,000,POS,GP01,AX91,SUCCESS,9974898478,GP01TRNTHBIVUUZ,IIFLOOOOONATD9,GP01AGT2270,127.0.0.1,9090,SITE1,2025-01-07 11:26:56,SCYCLE351,,,,GP01,415.1,Y,CBDC
REFGKBPBQOGLK0SWTC7QSAW8U3VYQ5OZYXR0ZW,FETCH,MSGMR6ELCNWCQXTF2T8CSDJC4CIZ5ORVGQ1F8C,FETCH,Loan,001,Agent,MK01,KM11,FAILURE,9927292914,MK01TRN97VI3K1E,KOTA0000ONATED,MK01AGT1890,127.0.0.1,9090,SITE0,2025-02-04 02:35:04,SCYCLE298,BOU003,Connect Timeout to BOU,,MK01,218.04,N,UPI
REFKUSNXUKLS5ARGYZYMH8SJD1FCNFOXDU38RW,FETCH,MSG4JMS486W1HHO1YVLKLLZTH9X7MCQI1DJTDX,FETCH,Electicity,200,Agent,HD01,I021,FAILURE,9407328465,HD01TRNU7NSMFXM,TNEB00000IND01,HD01AGT1345,127.0.0.1,9090,SITE1,2025-01-24 08:55:40,SCYCLE835,BPR005,Payment cannot be processed,,HD01,870.87,N,Credit_Card
REFLSZDZREEQNQDIB8VBUYYVY526DNHHYWKXCI,FETCH,MSGB9WYPBSN7YGAXL9U82BMGQU6BXBMRNHMY4D,FETCH,Electicity,200,Agent,KV01,I021,FAILURE,9610517819,KV01TRNDRBDOIUB,TNEB00000IND01,KV01AGT8756,127.0.0.1,9090,SITE1,2024-11-06 02:34:12,SCYCLE461,BPR005,Payment cannot be processed,,KV01,91.22,N,UPI
REFRV5QTSABODCHDWMHUZFLXEA9RXMRHYLVKYG,FETCH,MSGJ5JNWKGB7UOR2RKIETC1CGOOUGVJ3P61IKS,FETCH,Mobile,001,Branch,MK01,EU51,FAILURE,9366119062,MK01TRNTXCBGPEL,VIDEOCONONATO1,MK01AGT9380,127.0.0.1,9090,SITE0,2025-01-16 12:35:51,SCYCLE835,BOU002,Timeout at BOU,,MK01,575.44,Y,AEPS
REFNQ1REWLUCO5JDLOQBX8GS2GUNGNL40Q2H1J,FETCH,MSGKOE526CPCAYHLPVF56DLTKX7NPC6J72NO3O,FETCH,Water,000,ATM,EU01,PU51,SUCCESS,9563826146,EU01TRNJNNIHID1,SURYOOOOONATLE,EU01AGT7694,127.0.0.1,9090,SITE0,2025-01-27 04:43:02,SCYCLE669,,,,EU01,891.81,Y,UPI
REFT8DYIEM2SJIWHFLQV8ZHWK3FNZ1A0WWE41U,FETCH,MSGFKCOYWFHHJRNDA1TP7ZPEYANIBABE0KQFXC,FETCH,Credit Card,001,POS,PP01,SB51,FAILURE,9402588611,PP01TRNJF4TJVU0,SBIC00000NATDN,PP01AGT5610,127.0.0.1,9090,SITE0,2025-01-31 20:35:51,SCYCLE642,BOU005,Unable to connect to BOU,,PP01,192.4,Y,AEPS
REFTFVXLO7P3R6D6OV5MP0JMPLDD7JDJKYVB5X,FETCH,MSGI5GTQ7MPVCD9SQMTKP6VYSI0T9QY1GDDIKK,FETCH,Mobile,200,Mobile,JH01,EU51,FAILURE,9251905149,JH01TRNDTUGPABS,VIDEOCONONATO1,JH01AGT4464,127.0.0.1,9090,SITE1,2024-11-30 23:25:38,SCYCLE991,BPR005,Payment cannot be processed,,JH01,604.61,Y,Net_Banking
REFXPJKB2QU2JRGPKQVWFXCKLDIQXDSTKTWHVE,FETCH,MSG4V1KKVNOYVMF5ABPV1PYFDYYWE7T8RG40HF,FETCH,IIFLOOOOONATD9,200,Branch,KV01,AX91,FAILURE,9964773388,KV01TRNIJ4ZFOLO,IIFLOOOOONATD9,KV01AGT4189,127.0.0.1,9090,SITE1,2024-10-06 15:18:41,SCYCLE481,BPR005,Payment cannot be processed,,KV01,344.96,N,Wallet
REFO0DQULDCAPEZ8D6IKAHYXGVBNKNDNRUEIJS,FETCH,MSG9U0TLIWHBD9KPKO4ZQOCUSNUSSIHLQWLLCU,FETCH,Electicity,001,ATM,PP01,I021,FAILURE,9196511113,PP01TRNWHTZUMVF,TNEB00000IND01,PP01AGT5539,127.0.0.1,9090,SITE0,2024-12-31 20:07:48,SCYCLE543,BOU003,Connect Timeout to BOU,,PP01,919.76,Y,Debit_Card
REFFVASMLJEPWB0MKHICR8RAVCW3F9MLKSYPPV,FETCH,MSGNOLIVGDBUFQEQTMFPMQGSMZJ98XABZ0CYQO,FETCH,Loan,001,POS,UJ01,KM11,FAILURE,9235876565,UJ01TRNYFMZBWH5,KOTA0000ONATED,UJ01AGT2801,127.0.0.1,9090,SITE0,2025-01-29 19:30:44,SCYCLE281,BOU004,Read Timeout to BOU,,UJ01,674.19,Y,Credit_Card
REFC5DW3GUTUHWGP07EGXOOMCPIXQLSK8XCNC5,FETCH,MSGAFSAX85A93QDHFKSBUXEOZUHTM35YPLWSET,FETCH,IIFLOOOOONATD9,200,Agent,BD01,AX91,FAILURE,9496423593,BD01TRNIL0EXGYS,IIFLOOOOONATD9,BD01AGT7123,127.0.0.1,9090,SITE0,2024-10-02 07:37:28,SCYCLE954,BPR005,Payment cannot be processed,,BD01,577.79,N,AEPS
REFCHDMFXGSQ6NUOZHCGEEVXAG3WNLMJVYWFHE,FETCH,MSGFIUCYJOGKREESLK77UKE4BY7DEAST25CVCO,FETCH,Utility,001,POS,UJ01,BA01,FAILURE,9694271514,UJ01TRNDMU4K0BU,MUTHOOOOONATBO,UJ01AGT4959,127.0.0.1,9090,SITE0,2024-09-16 12:02:15,SCYCLE791,BOU004,Read Timeout to BOU,,UJ01,794.84,Y,Wallet
REFWKXSIIDRCYJ6JCDLXEOYOYXTPYRKEAC0DML,FETCH,MSGAMFIAIPYEXAQXDLPJU5RMUFTGOR4FLGL3WE,FETCH,Loan,001,POS,BD01,KM11,FAILURE,9356258574,BD01TRNKJNI3W01,KOTA0000ONATED,BD01AGT8509,127.0.0.1,9090,SITE0,2024-12-11 23:49:16,SCYCLE688,BOU005,Unable to connect to BOU,,BD01,820.39,Y,Wallet
REFFCNWNQSPWQBSUANW9PUK9DT5FCIYUAG5ZSY,FETCH,MSGRTNU1IUACBJVAVIYFXPMCIACXFAQEDGDJ2I,FETCH,Utility,001,Branch,HD01,BA01,FAILURE,9347453286,HD01TRNXSCP3BZI,MUTHOOOOONATBO,HD01AGT6101,127.0.0.1,9090,SITE1,2024-09-25 17:16:59,SCYCLE836,BOU002,Timeout at BOU,,HD01,704.51,N,IMPS
REFVTWONLMSDIP0FKYL2OXATADGER0UH4YJTWN,FETCH,MSGSRCQRNXF4SRQICQNLLVUJ355H5EMTK9TISY,FETCH,Loan,001,ATM,MK01,KM11,FAILURE,9555001575,MK01TRNYJDTQUO8,KOTA0000ONATED,MK01AGT8882,127.0.0.1,9090,SITE0,2024-11-10 05:04:39,SCYCLE750,BOU001,Send failed to BOU,,MK01,517.19,Y,CBDC
REFOWXJMLEZTUMMAHCAPO6UE2ZRV1FWDOXEAIR,FETCH,MSGK0JDU1XWGZVZCFL8V8HXTYAQSGLL4RLWFJU,FETCH,Utility,200,POS,MK01,BA01,FAILURE,9826369328,MK01TRNNDHDTIKW,MUTHOOOOONATBO,MK01AGT7716,127.0.0.1,9090,SITE0,2025-01-30 03:16:46,SCYCLE241,BPR005,Payment cannot be processed,,MK01,809.08,Y,IMPS
REFULLUAH4FBAPK3GQR2SLXB7U25BMWIXKFT9O,FETCH,MSGW0TGBXOMHWJMKKDKPS3BCPTTD7HZKLJJPC8,FETCH,Loan,000,Agent,GP01,KM11,SUCCESS,9678196581,GP01TRNJXSEF4JM,KOTA0000ONATED,GP01AGT3251,127.0.0.1,9090,SITE1,2024-12-18 14:35:03,SCYCLE100,,,,GP01,712.99,N,CBDC
